indiv,Field No.,Band No.,Screen,Sample_type,State,Loc,Lat,Long,Stage,Assignment,Collection.Location,Year,Month,Day,Collector.y,final-map-label,fluidigm_genotyped,rad_genotyped,sub_state,fract_missing_loci
15N1553,15N1553,275077316,fluidigm,Feather,OR,Ashland,42.19972,-122.691,Migrant,PNW,mixture,2015,AUG,15,Robert Frey,,,,,
06N0568,06N0568,244087833,fluidigm,Feather,OR,Chiloquin,42.58667,-121.93,Migrant,PNW,mixture,2006,AUG,12,Robert Frey,,,,,
08N30760,08N30760,246097243,fluidigm,Feather,OR,Fort Klammath,42.705,-122.074,Migrant,PNW,mixture,2008,AUG,24,Robert Frey,,,,,
08N30786,08N30786,246097247,fluidigm,Feather,OR,Fort Klammath,42.705,-122.074,Migrant,PNW,mixture,2008,AUG,24,Robert Frey,,,,,
15N1573,15N1573,275077045,fluidigm,Feather,OR,Fort Klammath,42.705,-122.074,Migrant,PNW,mixture,2015,AUG,21,Robert Frey,,,,,
09N21463,09N21463,251052261,fluidigm,Feather,OR,Klamath,42.49694,-122.08,Migrant,PNW,mixture,2009,AUG,9,Robert Frey,,,,,
09N21692,09N21692,251052983,fluidigm,Feather,OR,Klamath,42.49694,-122.08,Migrant,PNW,mixture,2009,AUG,19,Robert Frey,,,,,
15N1584,15N1584,275077352,fluidigm,Feather,OR,Klammath Falls,42.42917,-122.058,Migrant,PNW,mixture,2015,AUG,31,Robert Frey,,,,,
08N30511,08N30511,251052605,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2008,AUG,22,Robert Frey,,,,,
08N30513,08N30513,251052606,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2008,AUG,22,Robert Frey,,,,,
08N30531,08N30531,251052609,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2008,AUG,22,Robert Frey,,,,,
08N30539,08N30539,251052613,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2008,AUG,22,Robert Frey,,,,,
08N30541,08N30541,251052612,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2008,AUG,22,Robert Frey,,,,,
08N30542,08N30542,251052611,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2008,AUG,22,Robert Frey,,,,,
12N2128,12N2128,265082871,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2012,AUG,21,Robert Frey,,,,,
12N2129,12N2129,265082870,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2012,AUG,21,Robert Frey,,,,,
12N2130,12N2130,265082869,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2012,AUG,21,Robert Frey,,,,,
14N1631,14N1631,272092097,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2014,AUG,24,Robert Frey,,,,,
15N1563,15N1563,275077346,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2015,AUG,20,Robert Frey,,,,,
08N20445,08N20445,173081489,fluidigm,Feather,OR,Klammath Falls,42.42917,-122.058,Migrant,PNW,mixture,2008,JUL,31,Robert Frey,,,,,
08N30580,08N30580,251052618,fluidigm,Feather,OR,12 mi ESE Canyonville,42.0155,-124.863,Migrant,PNW,mixture,2008,SEP,2,Robert Frey,,,,,
08N30586,08N30586,251052620,fluidigm,Feather,OR,12 mi ESE Canyonville,42.0155,-124.863,Migrant,PNW,mixture,2008,SEP,2,Robert Frey,,,,,
08N30589,08N30589,251052621,fluidigm,Feather,OR,12 mi ESE Canyonville,42.0155,-124.863,Migrant,PNW,mixture,2008,SEP,2,Robert Frey,,,,,
08N30591,08N30591,251052622,fluidigm,Feather,OR,12 mi ESE Canyonville,42.0155,-124.863,Migrant,PNW,mixture,2008,SEP,2,Robert Frey,,,,,
12N2418,12N2418,270064124,fluidigm,Feather,OR,Ashland,42.19972,-122.691,Migrant,PNW,mixture,2012,SEP,20,Robert Frey,,,,,
09N1836,09N1836,260056701,fluidigm,Feather,OR,Chiloquin,42.58667,-121.93,Migrant,PNW,mixture,2009,SEP,8,Robert Frey,,,,,
06N2948,06N2948,244087887,fluidigm,Feather,OR,Klamath,42.49694,-122.08,Migrant,PNW,mixture,2006,SEP,20,Robert Frey,,,,,
06N3278,06N3278,244087874,fluidigm,Feather,OR,Klamath,42.49694,-122.08,Migrant,PNW,mixture,2006,SEP,5,Robert Frey,,,,,
09N2022,09N2022,260056947,fluidigm,Feather,OR,Klamath,42.49694,-122.08,Migrant,PNW,mixture,2009,SEP,23,Robert Frey,,,,,
08N30600,08N30600,251052632,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2008,SEP,3,Robert Frey,,,,,
14N1285,14N1285,240084420,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2014,SEP,23,Robert Frey,,,,,
14N1638,14N1638,245082651,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2014,SEP,5,Robert Frey,,,,,
15N1608,15N1608,275077360,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2015,SEP,3,Robert Frey,,,,,
15N1618,15N1618,275077362,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2015,SEP,3,Robert Frey,,,,,
07N1529,07N1529,246024285,fluidigm,Feather,OR,Ashland,41.638,-122.108,Migrant,PNW,mixture,2007,AUG,22,Robert I. Frey,,,,,
06N0571,06N0571,244087313,fluidigm,Feather,OR,Ashland,42.19972,-122.691,Migrant,PNW,mixture,2006,AUG,4,ROBERT I. FREY,,,,,
07N1705,07N1705,246025071,fluidigm,Feather,OR,Ashland,42.19972,-122.691,Migrant,PNW,mixture,2007,AUG,31,Robert I. Frey,,,,,
07N1706,07N1706,246025070,fluidigm,Feather,OR,Ashland,42.19972,-122.691,Migrant,PNW,mixture,2007,AUG,31,Robert I. Frey,,,,,
07N1731,07N1731,173081423,fluidigm,Feather,OR,Ashland,42.19972,-122.691,Migrant,PNW,mixture,2007,AUG,20,Robert I. Frey,,,,,
07N1734,07N1734,173081430,fluidigm,Feather,OR,Ashland,42.19972,-122.691,Migrant,PNW,mixture,2007,AUG,20,Robert I. Frey,,,,,
07N1736,07N1736,173081428,fluidigm,Feather,OR,Ashland,42.19972,-122.691,Migrant,PNW,mixture,2007,AUG,20,Robert I. Frey,,,,,
07N1737,07N1737,173081427,fluidigm,Feather,OR,Ashland,42.19972,-122.691,Migrant,PNW,mixture,2007,AUG,20,Robert I. Frey,,,,,
07N1738,07N1738,173081426,fluidigm,Feather,OR,Ashland,42.19972,-122.691,Migrant,PNW,mixture,2007,AUG,20,Robert I. Frey,,,,,
07N1740,07N1740,173081425,fluidigm,Feather,OR,Ashland,42.19972,-122.691,Migrant,PNW,mixture,2007,AUG,20,Robert I. Frey,,,,,
06N2256,06N2256,244048766,fluidigm,Feather,OR,Bly,42.17389,-121.031,Migrant,PNW,mixture,2006,AUG,13,ROBERT I. FREY,,,,,
06N3222,06N3222,244048762,fluidigm,Feather,OR,Bly,42.17389,-121.031,Migrant,PNW,mixture,2006,AUG,13,ROBERT I. FREY,,,,,
07N1509,07N1509,246024288,fluidigm,Feather,OR,Fort Klammath,42.705,-122.074,Migrant,PNW,mixture,2007,AUG,27,Robert I. Frey,,,,,
06N0570,06N0570,244048752,fluidigm,Feather,OR,Klammath Falls,42.42917,-122.058,Migrant,PNW,mixture,2006,AUG,11,ROBERT I. FREY,,,,,
06N2278,06N2278,244087870,fluidigm,Feather,OR,Klammath Falls,42.42917,-122.058,Migrant,PNW,mixture,2006,AUG,24,ROBERT I. FREY,,,,,
06N2279,06N2279,244087869,fluidigm,Feather,OR,Klammath Falls,42.42917,-122.058,Migrant,PNW,mixture,2006,AUG,24,ROBERT I. FREY,,,,,
07N1636,07N1636,246024276,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2007,AUG,11,Robert I. Frey,,,,,
07N1711,07N1711,246025089,fluidigm,Feather,OR,Ashland,42.19972,-122.691,Migrant,PNW,mixture,2007,SEP,8,Robert I. Frey,,,,,
06N3265,06N3265,244087875,fluidigm,Feather,OR,Klammath Falls,42.42917,-122.058,Migrant,PNW,mixture,2006,SEP,6,ROBERT I. FREY,,,,,
07N1700,07N1700,246025077,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2007,SEP,4,Robert I. Frey,,,,,
07N1727,07N1727,246025076,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2007,SEP,4,Robert I. Frey,,,,,
10N15149,10N15149,228034188,fluidigm,Feather,OR,Marion Forks,44.37083,-122.016,Migrant,PNW,mixture,2010,JUL,30,Ron Taylor,,,,,
10N15153,10N15153,232075842,fluidigm,Feather,OR,Marion Forks,44.37083,-122.016,Migrant,PNW,mixture,2010,JUL,30,Ron Taylor,,,,,
11N0855,11N0855,254047175,fluidigm,Feather,OR,Marion Forks,44.37083,-122.016,Migrant,PNW,mixture,2011,JUL,29,Ron Taylor,,,,,
11N0749,11N0749,254047177,fluidigm,Feather,OR,Westfir,43.88194,-122.2,Migrant,PNW,mixture,2011,JUL,30,Ron Taylor,,,,,
10N10565,10N10565,247018078,fluidigm,Feather,WA,Silverton,48.05083,-121.433,Migrant,PNW,mixture,2010,AUG,7,Dan Froelich,,,,,
07N37078,07N37078,228071973,fluidigm,Feather,WA,Spanaway,47.10111,-122.479,Migrant,PNW,mixture,2007,JUL,28,Donald Norman,,,,,
06N31862,06N31862,236038114,fluidigm,Feather,WA,Silverton,48.16806,-121.445,Migrant,PNW,mixture,2006,AUG,2,Victor Sepulveda,,,,,
06N31870,06N31870,236038115,fluidigm,Feather,WA,Silverton,48.16806,-121.445,Migrant,PNW,mixture,2006,AUG,2,Victor Sepulveda,,,,,
1740-91960,,1740-91960,fluidigm,Feather,CR,Coto/Coto 44,8.562,-82.9578,Wintering,EST,mixture,1999,FEB,7,Eben Paxton,,,,,
1740-91965,,1740-91965,fluidigm,Feather,CR,Puerto Jimenez,8.5155,-83.2942,Wintering,EST,mixture,1999,FEB,9,Eben Paxton,,,,,
2240-94367,,2240-94367,fluidigm,Feather,EC,"Hacienda Johanna, Tena",-0.9664,-77.8119,Wintering,EST,mixture,2004,JAN,28,Eben Paxton,,,,,
2330-99709,,2330-99709,fluidigm,Feather,EC,"Hacienda Johanna, Tena",-0.9664,-77.8119,Wintering,EST,mixture,2004,JAN,28,Eben Paxton,,,,,
2330-99717,,2330-99717,fluidigm,Feather,EC,"Hacienda Johanna, Tena",-0.9664,-77.8119,Wintering,EST,mixture,2004,JAN,27,Eben Paxton,,,,,
2330-99708,,2330-99708,fluidigm,Feather,EC,Jaguar Lodge,-1.07,-77.61,Wintering,EST,mixture,2004,JAN,26,Eben Paxton,,,,,
2330-99715,,2330-99715,fluidigm,Feather,EC,Sani Lodge,-0.423313,-76.2847,Wintering,EST,mixture,2004,JAN,13,Eben Paxton,,,,,
2240-94395,,2240-94395,fluidigm,Feather,EC,Yuturi Lodge,-0.433091,-76.2793,Wintering,EST,mixture,2004,JAN,16,Eben Paxton,,,,,
2330-99706,,2330-99706,fluidigm,Feather,EC,Yuturi Lodge,-0.433091,-76.2793,Wintering,EST,mixture,2004,JAN,17,Eben Paxton,,,,,
2240-94362,,2240-94362,fluidigm,Feather,EC,Coca,-0.455541,-76.9928,Wintering,EST,mixture,2004,JAN,24,Mary Whitfield,,,,,
2240-94363,,2240-94363,fluidigm,Feather,EC,Coca,-0.455541,-76.9928,Wintering,EST,mixture,2004,JAN,24,Mary Whitfield,,,,,
2330-99748,,2330-99748,fluidigm,Feather,EC,Coca,-0.455541,-76.9928,Wintering,EST,mixture,2005,JAN,22,Mary Whitfield,,,,,
2330-99750,,2330-99750,fluidigm,Feather,EC,Coca,-0.455541,-76.9928,Wintering,EST,mixture,2005,JAN,23,Mary Whitfield,,,,,
2330-99751,,2330-99751,fluidigm,Feather,EC,Coca,-0.455541,-76.9928,Wintering,EST,mixture,2005,JAN,23,Mary Whitfield,,,,,
2330-99749,,2330-99749,fluidigm,Feather,EC,Coca River,-0.455541,-76.9928,Wintering,EST,mixture,2005,JAN,24,Mary Whitfield,,,,,
2240-94368,,2240-94368,fluidigm,Feather,EC,Hacienda Johanna,-0.995672,-77.8132,Wintering,EST,mixture,2004,JAN,28,Mary Whitfield,,,,,
2330-99727,,2330-99727,fluidigm,Feather,EC,"Hacienda Johanna, Tena",-0.995672,-77.8132,Wintering,EST,mixture,2005,JAN,19,Mary Whitfield,,,,,
2330-99762,,2330-99762,fluidigm,Feather,EC,"Hacienda Johanna, Tena",-0.995672,-77.8132,Wintering,EST,mixture,2005,JAN,20,Mary Whitfield,,,,,
2240-94346,,2240-94346,fluidigm,Feather,EC,Jatun Sacha,-1.07,-77.61,Wintering,EST,mixture,2004,JAN,26,Mary Whitfield,,,,,
2240-94347,,2240-94347,fluidigm,Feather,EC,Jatun Sacha,-1.07,-77.61,Wintering,EST,mixture,2004,JAN,27,Mary Whitfield,,,,,
2240-94366,,2240-94366,fluidigm,Feather,EC,Jatun Sacha,-1.07,-77.61,Wintering,EST,mixture,2004,JAN,27,Mary Whitfield,,,,,
2330-99729,,2330-99729,fluidigm,Feather,EC,Jatun Sacha,-1.085898,-77.6161,Wintering,EST,mixture,2005,JAN,22,Mary Whitfield,,,,,
2330-99730,,2330-99730,fluidigm,Feather,EC,Jatun Sacha,-1.085898,-77.6161,Wintering,EST,mixture,2005,JAN,23,Mary Whitfield,,,,,
2240-94396,,2240-94396,fluidigm,Feather,EC,La Selva,-0.5,-76.37,Wintering,EST,mixture,2004,JAN,15,Mary Whitfield,,,,,
2240-94397,,2240-94397,fluidigm,Feather,EC,La Selva,-0.5,-76.37,Wintering,EST,mixture,2004,JAN,15,Mary Whitfield,,,,,
2330-99703,,2330-99703,fluidigm,Feather,EC,La Selva,-0.5,-76.37,Wintering,EST,mixture,2004,JAN,14,Mary Whitfield,,,,,
2330-99731,,2330-99731,fluidigm,Feather,EC,La Selva,-0.5,-76.37,Wintering,EST,mixture,2005,JAN,28,Mary Whitfield,,,,,
2240-94400,,2240-94400,fluidigm,Feather,EC,Mondaña/Yachana,-0.836033,-77.2214,Wintering,EST,mixture,2004,JAN,7,Mary Whitfield,,,,,
2330-99747,,2330-99747,fluidigm,Feather,EC,Mondaña/Yachana,-0.836033,-77.2214,Wintering,EST,mixture,2005,JAN,20,Mary Whitfield,,,,,
2330-99701,,2330-99701,fluidigm,Feather,EC,Sacha,-0.47,-76.46,Wintering,EST,mixture,2004,JAN,11,Mary Whitfield,,,,,
2240-94398,,2240-94398,fluidigm,Feather,EC,Sani,-0.475861,-76.3132,Wintering,EST,mixture,2004,JAN,13,Mary Whitfield,,,,,
2330-99702,,2330-99702,fluidigm,Feather,EC,Sani,-0.475861,-76.3132,Wintering,EST,mixture,2004,JAN,13,Mary Whitfield,,,,,
2330-99714,,2330-99714,fluidigm,Feather,EC,Sani,-0.475861,-76.3132,Wintering,EST,mixture,2004,JAN,13,Mary Whitfield,,,,,
2330-99763,,2330-99763,fluidigm,Feather,EC,Sani Island,-0.475861,-76.3132,Wintering,EST,mixture,2005,JAN,26,Mary Whitfield,,,,,
2330-99764,,2330-99764,fluidigm,Feather,EC,Sani Island,-0.475861,-76.3132,Wintering,EST,mixture,2005,JAN,27,Mary Whitfield,,,,,
2330-99765,,2330-99765,fluidigm,Feather,EC,Sani Island,-0.475861,-76.3132,Wintering,EST,mixture,2005,JAN,28,Mary Whitfield,,,,,
2330-99766,,2330-99766,fluidigm,Feather,EC,Sani Island,-0.475861,-76.3132,Wintering,EST,mixture,2005,JAN,28,Mary Whitfield,,,,,
2240-94344,,2240-94344,fluidigm,Feather,EC,Jatun Sacha,-1.07,-77.61,Wintering,EST,mixture,NA,NA,NA,Mary Whitfield,,,,,
2240-94345,,2240-94345,fluidigm,Feather,EC,Jatun Sacha,-1.07,-77.61,Wintering,EST,mixture,NA,NA,NA,Mary Whitfield,,,,,
2150-26568,,2150-26568,fluidigm,Feather,EL,La Barra de Santiago,13.692,-89.943,Wintering,EST,mixture,2000,FEB,8,Eben Paxton,,,,,
2150-26502,,2150-26502,fluidigm,Feather,PA,Laguan Naranja E.,7.4475,-80.372,Wintering,EST,mixture,2000,JAN,10,Eben Paxton,,,,,
2150-26505,,2150-26505,fluidigm,Feather,PA,Laguan Naranja E.,7.4475,-80.372,Wintering,EST,mixture,2000,JAN,10,Eben Paxton,,,,,
2150-26532,,2150-26532,fluidigm,Feather,PA,Pese,7.8867,-80.5405,Wintering,EST,mixture,2000,JAN,12,Eben Paxton,,,,,
1710-46134,,1710-46134,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,2000,APR,1,Eben Paxton,,,,,
1710-46110,,1710-46110,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,1999,DEC,23,Eben Paxton,,,,,
1710-46112,,1710-46112,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,1999,DEC,23,Eben Paxton,,,,,
1710-46113,,1710-46113,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,1999,DEC,28,Eben Paxton,,,,,
1740-91987,,1740-91987,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,1999,DEC,23,Eben Paxton,,,,,
1740-91988,,1740-91988,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,2000,DEC,23,Eben Paxton,,,,,
1740-91989,,1740-91989,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,1999,DEC,24,Eben Paxton,,,,,
1740-91990,,1740-91990,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,1999,DEC,24,Eben Paxton,,,,,
1740-91991,,1740-91991,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,1999,DEC,28,Eben Paxton,,,,,
1710-46104,,1710-46104,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,1999,DEC,19,Eben Paxton,,,,,
1710-46105,,1710-46105,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,1999,DEC,20,Eben Paxton,,,,,
1710-46106,,1710-46106,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,1999,DEC,20,Eben Paxton,,,,,
1710-46107,,1710-46107,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,1999,DEC,20,Eben Paxton,,,,,
1710-46108,,1710-46108,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,1999,DEC,21,Eben Paxton,,,,,
1710-46109,,1710-46109,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,1999,DEC,21,Eben Paxton,,,,,
1740-91997,,1740-91997,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,2000,DEC,31,Eben Paxton,,,,,
1710-46122,,1710-46122,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,2000,FEB,1,Eben Paxton,,,,,
1710-46125,,1710-46125,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,2000,FEB,14,Eben Paxton,,,,,
1710-46126,,1710-46126,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,2000,FEB,14,Eben Paxton,,,,,
1710-46127,,1710-46127,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,2000,FEB,15,Eben Paxton,,,,,
1710-46129,,1710-46129,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,2000,FEB,16,Eben Paxton,,,,,
1710-46130,,1710-46130,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,2000,FEB,16,Eben Paxton,,,,,
1710-46131,,1710-46131,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,2000,FEB,17,Eben Paxton,,,,,
1710-46123,,1710-46123,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,2000,FEB,10,Eben Paxton,,,,,
1710-46124,,1710-46124,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,2000,FEB,10,Eben Paxton,,,,,
1740-91958,,1740-91958,fluidigm,Feather,CR,Coto/Coto 44,8.562,-82.9578,Wintering,INW,mixture,1999,FEB,6,Eben Paxton,,,,,
1740-91959,,1740-91959,fluidigm,Feather,CR,Coto/Coto 44,8.562,-82.9578,Wintering,INW,mixture,1999,FEB,6,Eben Paxton,,,,,
1740-91961,,1740-91961,fluidigm,Feather,CR,Coto/Coto 44,8.562,-82.9578,Wintering,INW,mixture,1999,FEB,7,Eben Paxton,,,,,
2150-26575,,2150-26575,fluidigm,Feather,CR,Playa Caleta,9.759,-85.266,Wintering,INW,mixture,2000,FEB,11,Eben Paxton,,,,,
1740-91963,,1740-91963,fluidigm,Feather,CR,Puerto Jimenez,8.5155,-83.2942,Wintering,INW,mixture,1999,FEB,9,Eben Paxton,,,,,
1740-91964,,1740-91964,fluidigm,Feather,CR,Puerto Jimenez,8.5155,-83.2942,Wintering,INW,mixture,1999,FEB,9,Eben Paxton,,,,,
2150-26576,,2150-26576,fluidigm,Feather,CR,Santa Cruz,10.329,-85.6495,Wintering,INW,mixture,2000,FEB,12,Eben Paxton,,,,,
1710-46120,,1710-46120,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,2000,JAN,28,Eben Paxton,,,,,
1710-46121,,1710-46121,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,2000,JAN,28,Eben Paxton,,,,,
1710-46135,,1710-46135,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,2001,JAN,5,Eben Paxton,,,,,
1710-46136,,1710-46136,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,2001,JAN,5,Eben Paxton,,,,,
1710-46137,,1710-46137,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,2001,JAN,1,Eben Paxton,,,,,
1710-46346,,1710-46346,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,2001,JAN,1,Eben Paxton,,,,,
1710-46347,,1710-46347,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,2002,JAN,2,Eben Paxton,,,,,
1710-46349,,1710-46349,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,2001,JAN,1,Eben Paxton,,,,,
1710-46354,,1710-46354,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,2002,JAN,1,Eben Paxton,,,,,
1710-46355,,1710-46355,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,2001,JAN,1,Eben Paxton,,,,,
1710-46356,,1710-46356,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,2001,JAN,1,Eben Paxton,,,,,
1710-46357,,1710-46357,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,2002,JAN,11,Eben Paxton,,,,,
1740-91806,,1740-91806,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,1999,JAN,16,Eben Paxton,,,,,
1740-91807,,1740-91807,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,1999,JAN,16,Eben Paxton,,,,,
1740-91808,,1740-91808,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,1999,JAN,17,Eben Paxton,,,,,
1740-92000,,1740-92000,fluidigm,Feather,CR,Bolson,10.3552,-85.4195,Wintering,INW,mixture,2001,JAN,5,Eben Paxton,,,,,
1710-46114,,1710-46114,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,2000,JAN,3,Eben Paxton,,,,,
1710-46115,,1710-46115,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,2000,JAN,3,Eben Paxton,,,,,
1710-46116,,1710-46116,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,2000,JAN,3,Eben Paxton,,,,,
1710-46117,,1710-46117,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,2000,JAN,4,Eben Paxton,,,,,
1710-46118,,1710-46118,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,2000,JAN,4,Eben Paxton,,,,,
1710-46119,,1710-46119,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,2000,JAN,5,Eben Paxton,,,,,
1710-46138,,1710-46138,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,2001,JAN,9,Eben Paxton,,,,,
1710-46139,,1710-46139,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,2001,JAN,10,Eben Paxton,,,,,
1710-46141,,1710-46141,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,2001,JAN,11,Eben Paxton,,,,,
1710-46143,,1710-46143,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,2001,JAN,13,Eben Paxton,,,,,
1710-46145,,1710-46145,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,2001,JAN,14,Eben Paxton,,,,,
1740-91998,,1740-91998,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,2001,JAN,1,Eben Paxton,,,,,
1740-91999,,1740-91999,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,2001,JAN,2,Eben Paxton,,,,,
1740-91841,,1740-91841,fluidigm,Feather,CR,Santa Cruz,10.329,-85.6495,Wintering,INW,mixture,1999,JAN,12,Eben Paxton,,,,,
1740-91842,,1740-91842,fluidigm,Feather,CR,Santa Cruz,10.329,-85.6495,Wintering,INW,mixture,1999,JAN,12,Eben Paxton,,,,,
1740-91810,,1740-91810,fluidigm,Feather,CR,Solimar,10.291,-85.1657,Wintering,INW,mixture,1999,JAN,28,Eben Paxton,,,,,
1740-91811,,1740-91811,fluidigm,Feather,CR,Solimar,10.291,-85.1657,Wintering,INW,mixture,1999,JAN,28,Eben Paxton,,,,,
1740-91812,,1740-91812,fluidigm,Feather,CR,Solimar,10.291,-85.1657,Wintering,INW,mixture,1999,JAN,28,Eben Paxton,,,,,
1710-20358,,1710-20358,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,1999,MAR,21,Eben Paxton,,,,,
1710-20359,,1710-20359,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,1999,MAR,21,Eben Paxton,,,,,
1710-46133,,1710-46133,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,2000,MAR,29,Eben Paxton,,,,,
1710-20351,,1710-20351,fluidigm,Feather,CR,Santa Cruz,10.329,-85.6495,Wintering,INW,mixture,1999,MAR,18,Eben Paxton,,,,,
1710-20354,,1710-20354,fluidigm,Feather,CR,Santa Cruz,10.329,-85.6495,Wintering,INW,mixture,1999,MAR,18,Eben Paxton,,,,,
1590-97479,,1590-97479,fluidigm,Feather,CR,Chomes,10.0693,-84.8993,Wintering,INW,mixture,2000,OCT,8,Eben Paxton,,,,,
